asin,title,category
B093ZDJ4M9,Games Storage Case for Nintendo Switch - Switch Game Card Holder Game Storage Cube Game Card Organizer for Nintendo Switch with 16 Game Card Slots,"['Video Games', 'Legacy Systems', 'Nintendo Systems', 'Wii', 'Accessories', 'Cases & Storage']"
B00INAX3Q2,Xbox One Kinect Sensor,"['Video Games', 'Xbox One', 'Consoles']"
B07BF2422D,PowerA Wired Controller For Xbox One - White,"['Video Games', 'Xbox One', 'Accessories', 'Controllers', 'Gamepads & Standard Controllers']"
B00KTORA0K,Just Dance 2015 - Wii,"['Video Games', 'Legacy Systems', 'Nintendo Systems', 'Wii', 'Games']"
B09FLS28VF,"MoKo Grip Case for Switch Lite, Anti-Collision Non-Slip Shockproof Silicone Case Cover Shell for Protecting Switch Lite 2019 - Turquoise","['Video Games', 'Nintendo Switch', 'Accessories', 'Cases & Storage']"
B00MORYRFQ,New Super Mario Bros,"['Video Games', 'Legacy Systems', 'Nintendo Systems', 'Nintendo DS', 'Games']"
B07QZ39MWQ,"YAEYE Power Supply Brick for Xbox One with Power Cord, (Low Noise Version) AC Adapter Power Supply Charge Compatible with Xbox One Console, 100-240V Auto Voltage","['Video Games', 'Legacy Systems', 'Xbox Systems', 'Xbox 360', 'Accessories', 'Batteries & Chargers', 'Batteries']"
B0815VFZRL,Minecraft Starter Collection - PlayStation 4,"['Video Games', 'PlayStation 4', 'Games']"
B09V4T3XYX,"eXtremeRate Clear Lime Green Joycon Handheld Controller Housing with Colorful Buttons, DIY Replacement Shell Case for Nintendo Switch & for Nintendo Switch OLED Model Joy-Con – Controller NOT Included","['Video Games', 'Nintendo Switch', 'Accessories', 'Faceplates, Protectors & Skins']"
B06XRZ4K1D,TAKECASE Hard Shell Carrying Case - Compatible with Nintendo 3DS XL and 2DS XL - Fits 16 Game Cards and Wall Charger - Includes Removable Accessories Pouch and Extra Large Stylus Green,"['Video Games', 'Legacy Systems', 'Nintendo Systems', 'Nintendo 3DS & 2DS', 'Accessories', 'Cases & Storage']"
B09YZNRQ7N,Nintendo Switch™ – OLED Model: Pokémon™ Scarlet & Violet Edition,"['Video Games', 'Nintendo Switch', 'Games']"
B07FT72M3X,SADES SA902 7.1 USB Surround Sound PC Headsets Over-Ear Gaming Headphones with Microphone LED Light,"['Video Games', 'PC', 'Accessories', 'Headsets']"
B09GYN7T42,"Corsair M65 RGB Ultra Wireless, Tunable FPS Wireless Gaming Mouse, Black","['Video Games', 'PC', 'Accessories', 'Gaming Mice']"
B07S8XXCVD,"KontrolFreek Call of Duty: Modern Warfare - A.D.S. Performance Thumbsticks for PlayStation 4 (PS4) | 2 High-Rise, Concave | Transparent/Black","['Video Games', 'PlayStation 4', 'Accessories', 'Thumb Grips']"
B001V7QIDO,Xbox LIVE 1600 Microsoft Points - Xbox 360 Digital Code,"['Video Games', 'Online Game Services', 'Xbox Live', 'Store Currency Cards']"
B00OVBVME2,Sunset Overdrive,"['Video Games', 'Xbox One', 'Games']"
B091T4Y9WT,"Fintie Carrying Case for Nintendo Switch OLED Model 2021/Switch 2017, [Shockproof] Hard Shell Protective Cover Travel Bag w/10 Game Card Slots for Switch Console Joy-Con & Accessories, Black","['Video Games', 'Nintendo Switch', 'Accessories', 'Cases & Storage']"
B01M0RU6LY,PlayStation 4 Slim 500GB Console [Discontinued],"['Video Games', 'PlayStation 4', 'Consoles']"
B010KYDNDG,Minecraft: Java Edition for PC/Mac [Online Game Code],"['Video Games', 'PC', 'Games']"
B09HTJV7NG,"Xbox Stereo Headset: 20th Anniversary Special Edition – Xbox Series X|S, Xbox One, and Windows","['Video Games', 'PC', 'Accessories', 'Headsets']"
B00328P0GG,Skate 3 - Xbox 360,"['Video Games', 'Legacy Systems', 'Xbox Systems', 'Xbox 360', 'Games']"
B07FKN3SKR,Subnautica - PlayStation 4,"['Video Games', 'PlayStation 4', 'Games']"
B0050SYYTK,Kinect Disneyland Adventures - Xbox 360,"['Video Games', 'Legacy Systems', 'Xbox Systems', 'Xbox 360', 'Games']"
B01N49JWWM,Planet Earth II: A New World Revealed,[]
B0C4KQ2VYT,"GCHT GAMING Switch Controller, Wireless Controller Compatible Nintendo Switch/Switch OLED/PC/Android with Turbo Motion Vibration (Black)","['Video Games', 'Nintendo Switch', 'Accessories', 'Controllers']"
B0050SVNP8,Pokemon White Version 2 - Nintendo DS,"['Video Games', 'Legacy Systems', 'Nintendo Systems', 'Nintendo DS', 'Games']"
B0795GHTBC,"ivoler [3 Pack Screen Protector Tempered Glass for Nintendo Switch, Transparent HD Clear Anti-Scratch Screen Protector Compatible Nintendo Switch","['Video Games', 'Nintendo Switch', 'Accessories', 'Faceplates, Protectors & Skins', 'Screen Protectors']"
B09ZL9GDST,BelugaDesign Ghost Thumb Grips | Halloween Gothic Clear Jelly Glitter Joystick Grip Button Caps | Compatible with Nintendo Switch Standard Lite OLED,"['Video Games', 'Nintendo Switch', 'Accessories', 'Thumb Grips']"
B07SCPHHVB,Hyperkin 3-In-1 HDTV Cable for GameCube/ N64/ Super NES,"['Video Games', 'Legacy Systems', 'Nintendo Systems', 'GameCube', 'Accessories']"
B08MBPWRSF,HORI Nintendo Switch Analog Caps (Legend of Zelda Edition) Set of Four Officially Licensed By Nintendo - Nintendo Switch,"['Video Games', 'Nintendo Switch', 'Accessories']"
B07GPBD8XC,"8Bitdo Sn30 Bluetooth Gamepad for Nintendo Switch,Windows,macos,Android,Raspberry Pi (GP Green Edition)","['Video Games', 'PC']"
B00USM22DI,God of War 3 Remastered - PlayStation 4,"['Video Games', 'PlayStation 4', 'Games']"
B07MB95ST2,"PS4 Controller Charger Charging Cable, 2 Pack 10Ft Braided Charging Cable Compatible with Xbox One Controller, Joyhill Micro USB Data Sync Cord for Cellphone (Balck)","['Video Games', 'PlayStation 4', 'Accessories', 'Batteries & Chargers', 'Chargers']"
B071XZNW3H,Gamers Digital Wireless Keyboard ChatPad for Xbox One S Keyboard White with USB Receiver with Audio/Headset Jack for Xbox One Elite & Slim Controller,"['Video Games', 'Xbox One', 'Accessories', 'Controllers']"
B0B1PQ5Z29,"PlayVital Chubby Piggy Joystick Caps for Nintendo Switch, Thumbstick Caps for Switch Lite, Analog Cover for Switch OLED Joycon Thumb Grip Caps for Switch & Switch Lite & Switch OLED - Millennial Pink","['Video Games', 'Nintendo Switch', 'Accessories', 'Thumb Grips']"
B083XKP8NP,"Wii to HDMI Converter 1080P with High Speed Wii HDMI Cable, Wii HDMI Adapter with 3,5mm Audio Jack&HDMI Output Compatible with Wii, Wii U, HDTV, Supports All Wii Display Modes 720P, NTS","['Video Games', 'Legacy Systems', 'Nintendo Systems', 'Wii', 'Accessories', 'Cables & Adapters', 'Adapters']"
B0C6KHFQX9,The Producers,[]
B0053BCMAC,Paper Mario: Sticker Star,"['Video Games', 'Legacy Systems', 'Nintendo Systems', 'Nintendo 3DS & 2DS', 'Games']"
B0C3JWTK1L,"Razer Kaira X Wired Headset for Xbox Series X|S, Xbox One, PC, Mac & Mobile Devices: TriForce 50mm Drivers - HyperClear Cardioid Mic - Flowknit Memory Foam Ear Cushions - On-Headset Controls - Black","['Video Games', 'Legacy Systems', 'Microconsoles', 'GEM Box']"
B00000F1GM,Super Mario 64 - Nintendo 64,"['Video Games', 'Legacy Systems', 'Nintendo Systems', 'Nintendo 64', 'Games']"
B0045L3SNQ,Tomee 1MB Memory Card for PS1,"['Video Games', 'Legacy Systems', 'PlayStation Systems']"
B09YMF5P92,"JINGDU Switch Game Case for Nintendo Switch, Portable Hard Shell Box, Protective Shockproof Cartridge Holder Organizer with 12 Cart Slots for Switch/Lite/OLED, Red","['Video Games', 'Nintendo Switch', 'Accessories', 'Cases & Storage']"
B004RMK57U,Playstation Plus: 3 Month Membership [Digital Code],"['Video Games', 'Online Game Services', 'PlayStation Network', 'Subscriptions']"
B08G8MNNW9,"ENVEL Gaming Headset for PS4 with Mic,PC,Xbox One,Laptop,Surround Sound Over Ear Noise Cancelling Headphone with LED Lights Volume Control for Smartphone/Computer/Switch/MacBook/PS5","['Video Games', 'PlayStation 4', 'Accessories', 'Headsets']"
B07JVMRDGK,Razer BlackWidow Chroma: Clicky RGB Mechanical Gaming Keyboard - 5 Macro Keys - Razer Green Mechanical Switches (Tactile and Clicky),"['Video Games', 'PC', 'Accessories', 'Gaming Keyboards']"
B01N4JYY1H,Xbox Wireless Controller – Red,"['Video Games', 'Xbox One']"
B07SRM17KK,"Nacon Wired Compact Control, Red","['Video Games', 'PlayStation 4', 'Accessories', 'Controllers', 'Gamepads & Standard Controllers']"
B08949Z5BF,"Sumind 28 Pieces Replacement Cute Cat Claw Design Thumb Grip Caps Thumb Grips Analog Stick Cover Joystick Cap Soft Silicone Cover Compatible with Nintendo Switch, Switch Lite and Joy-Con Controller","['Video Games', 'Nintendo Switch', 'Accessories', 'Controllers']"
B0845KDQFZ,Shenmue 3 - PlayStation 4,"['Video Games', 'PlayStation 4', 'Games']"
B07TYMQ7NT,Deal4GO 5Pcs Left Right Slider Screws Slide Rail Screw Set Replacement for Nintendo Switch Console Slide Rod,"['Video Games', 'Nintendo Switch']"
B07HKDFYWJ,"Ultra Slim Carrying Case for NS Switch, innoAura Portable Hardshell Travel Protective Cover fit Switch Console, 8 Game Cartridges Accessory","['Video Games', 'Nintendo Switch', 'Accessories', 'Cases & Storage']"
B08L3CVRXT,"HEYSTOP Case Compatible with Nintendo Switch Case Screen Protector,TPU Protective Heavy Duty Cover Case for Nintendo Switch with Shock Absorption and Anti-Scratch","['Video Games', 'Nintendo Switch', 'Accessories', 'Cases & Storage']"
B004AYMCRG,"Wheel Stand Pro G Racing Steering Wheel Stand Compatible With Logitech G29 G923 G920 G27 & G25 Wheels, Deluxe, Original V2. Wheel and Pedals Not included.","['Video Games', 'Legacy Systems', 'Xbox Systems', 'Xbox', 'Accessories']"
B0BQMX92RN,"PDP AIRLITE Pro Wireless Headset with Mic for Xbox Series X|S, Xbox One, Windows 10/11 - White","['Video Games', 'Xbox Series X & S', 'Accessories']"
B06XBXHG41,GameSir T1s Bluetooth 4.0 and 2.4GHz Wireless Gamepad Mobile Game Controller for Android/PC / PS3/ SteamOS,"['Video Games', 'PC', 'Accessories', 'Controllers', 'Gamepads & Standard Controllers']"
B0B9MJK753,"8Bitdo Wireless USB Adapter 2 for Switch/Switch OLED, Windows, Mac & Raspberry Pi Compatible with Xbox Series X & S Controller, Xbox One Bluetooth Controller, Switch Pro and PS5 Controller","['Video Games', 'Nintendo Switch', 'Accessories', 'Cables & Adapters']"
B09H815D9D,Talkworks Joy Con Charging Dock for Nintendo Switch - Red - Nintendo Switch & PowerA Joy Con Comfort Grips for Nintendo Switch - Red,[]
B08HCFCQLS,"Zexrow Switch Controller, Wireless Pro Controller Gamepad Compatible with Switch Support Wakeup, Screenshot and Vibration Functions","['Video Games', 'Legacy Systems', 'Nintendo Systems', 'Wii', 'Accessories', 'Controllers', 'Gamepads & Standard Controllers']"
B09J25L4XS,"Razer BlackShark V2 Gaming Headset: THX 7.1 Spatial Surround Sound - 50mm Drivers - Detachable Mic - PC, PS4, PS5, Switch, Xbox One, Xbox Series X|S, Mobile - 3.5 mm Audio Jack & USB DAC - ESL Edition","['Video Games', 'PC', 'Accessories', 'Headsets']"
B07V3T7WF1,"Nintendo Switch Lite - Blue with SanDisk 128GB microSDXC Card, Licensed for Nintendo Switch","['Video Games', 'Nintendo Switch']"
B00CES8EFY,NBA 2K14 - Xbox 360,"['Video Games', 'Legacy Systems', 'Xbox Systems', 'Xbox 360', 'Games']"
B0BQMZXLT3,PDP AIRLITE Wired Playstation 5 Headset with Noise Cancelling Boom Microphone: PS5/PS4/PS3 Console/PC (Cosmic Red),"['Video Games', 'PlayStation 4', 'Accessories', 'Headsets']"
B07FSYMKPD,"HyperX Cloud Pro Gaming Headset - Silver - with in-Line Audio Control for PS4, Xbox One, and PC (HX-HSCL-SR/NA)","['Video Games', 'PC']"
B083KZTM7J,Snowrunner (Windows) - PC,"['Video Games', 'PC', 'Games']"
B0746XH9M9,Minecraft - Nintendo Switch [Digital Code],"['Video Games', 'Nintendo Switch', 'Games']"
B08B6GV6R8,JLab JBuddies Play Gaming Wireless Kids Headset | Blue | 22+ Hour Bluetooth 5 Playtime 60ms Super-Low Latency for Mobile Gameplay | Retractable Boom Mic | AUX Cord Compatible w/Gaming Consoles,"['Video Games', 'PC', 'Accessories', 'Headsets']"
B00MAM0ALA,Assassin's Creed Rogue- Xbox 360,"['Video Games', 'Legacy Systems', 'Xbox Systems', 'Xbox 360']"
B09W56JJX2,"PDP 500-118 Nintendo Switch System Backpack Elite Edition, 500-118 - Nintendo Switch","['Video Games', 'Nintendo Switch', 'Accessories', 'Cases & Storage']"
B016XBGWAQ,Steam Link,"['Video Games', 'PC']"
B01N2QQ7HQ,"Android Charging Cable, 15Ft Charger Cable for PS4 Xbox One Controller, Durable Micro USB Cord Fast Charging Sync Wire for Samsung Galaxy S7 Edge S6 S5,LG,Moto G5,Black","['Video Games', 'PlayStation 4', 'Accessories', 'Cables & Adapters', 'Cables']"
B007LQG9A6,Dragonpad Wired USB Controller (Black) for PC & Xbox 360,"['Video Games', 'Legacy Systems', 'Xbox Systems', 'Xbox 360', 'Accessories', 'Controllers']"
B0868X8TGW,Razer Kraken Ultimate RGB USBHeadset (Renewed),"['Video Games', 'PC', 'Accessories', 'Headsets']"
B0B74R16R7,"VersionTECH. White Gaming Headset PS5 PS4 Game Headphones Xbox One Gaming Earphones with Mic, LED Lights for PS5/ PS4/ Xbox 1/ PC/Mac Computer/Switch, Kids, Girls","['Video Games', 'Legacy Systems', 'Nintendo Systems', 'Game Boy Systems', 'Game Boy Color', 'Accessories']"
B087NMZMQ7,Just Dance 2020 - Nintendo Switch Standard Edition,"['Video Games', 'Nintendo Switch', 'Games']"
B00UGPXB1E,Pleasantville by New Line Home Video,[]
B09K1QZ6QV,"TALK WORKS Gaming Grip for Nintendo Switch Joy-Con - Secure Fit Gaming Controller Grip, Gamer Accessories for Joy-Con, Handheld Joystick Remote Control Holder, Black","['Video Games', 'Nintendo Switch', 'Accessories', 'Controllers']"
B07JX12SY4,"HyperX Cloud Stinger Wireless - Gaming Headset with Long Lasting Battery up to 17 Hours of Use, Immersive In-Game Audio, Noise Cancelling Microphone, Comfortable Memory Foam, and Designed for PS4","['Video Games', 'PC', 'Accessories', 'Headsets']"
B097R6VM1F,"Redragon K512 Shiva RGB Backlit Membrane Gaming Keyboard with Multimedia Keys, Linear Mechanical-Feel Switch, 6 Extra On-Board Macro Keys, Dedicated Media Control, Detachable Wrist Rest, White","['Video Games', 'PC', 'Accessories', 'Gaming Keyboards']"
B007KGISK6,Rocksmith Kabel - Playstation 3 - Zubehör,"['Video Games', 'PlayStation 4', 'Games']"
B09C1PZPND,Pokémon Legends: Arceus - Nintendo Switch,"['Video Games', 'Nintendo Switch', 'Games']"
B07F9PWG9T,"OIVO Vertical Cooling Stand Compatible with Xbox ONE X/ONE S/Regular ONE, Cooler Cooling Fan with 2PACK 600mAh Batteries,Games Storage, Dual Controller Charging Docking Station for Xbox ONE/S/X","['Video Games', 'Xbox One', 'Accessories', 'Cooling Systems']"
B07T3DBFBN,amiibo Ivysaur (Nintendo Switch),"['Video Games', 'Nintendo Switch', 'Accessories']"
B0B62T5YBL,"SteelSeries Apex 7 Mechanical Gaming Keyboard – OLED Smart Display – USB Passthrough and Media Controls – Linear , Quiet – RGB Backlit (Red Switch)","['Video Games', 'PC', 'Accessories', 'Gaming Keyboards']"
B0929CLLPW,"EPOMAKER K870T Hot Swappable 87 Keys Bluetooth Wired/Wireless Mechanical Keyboard with RGB Backlit, Type C Cable, 2000mAh Battery, Wheel Button Control for Game/Office (Hotswap Red Switch, White)","['Video Games', 'PC', 'Accessories', 'Gaming Keyboards']"
B00B0JALUE,PlayStation 3 500 GB System,"['Video Games', 'Legacy Systems', 'PlayStation Systems', 'PlayStation 3', 'Consoles']"
B07GBSGTKV,NPET K32 Wireless Gaming Keyboard RGB with Wrist Rest - Long-Lasting Rechargeable Battery - Quick and Quiet Typing - Water Resistant Backlit Wireless Keyboard for PC PS5 PS4 Xbox One Mac - Black,"['Video Games', 'PC', 'Accessories', 'Gaming Keyboards']"
B07DNMPB2Q,Diablo Eternal Collection (Nintendo Switch),"['Video Games', 'Nintendo Switch', 'Games']"
B006U1J5ZY,Bond 50: The Complete 22 Film Collection [Blu-ray],"['Video Games', 'PC', 'Games']"
B0B9NG7GD1,"PHOINIKAS Wireless Gaming Headset with Microphone, G9000 2.4G Wireless Headset for PC PS4 PS5 Switch, Over Ear Headphones with 7.1 Stereo Sound, 3.5mm Wired Gaming Headset for Laptop/Phone/Tablet","['Video Games', 'PlayStation 5', 'Accessories', 'Gaming Headsets']"
B07QT9SRL7,Pokemon Shield - Nintendo Switch (European Version),"['Video Games', 'Nintendo Switch', 'Games']"
B0BN512T3V,"GeeRic 8PCS Case Compatible with Switch Lite, (Not Compatible With Switch) Carrying Case Accessories Kit, 1 Soft Silicon Case + 2 Screen Protector + 4 Thumb Caps + 1 Storage Carrying Bag Pink","['Video Games', 'Nintendo Switch', 'Accessories', 'Cases & Storage']"
B07K89DFR8,PDP PS4 Afterglow LVL 1 Chat Headset 051-031,"['Video Games', 'PlayStation 4', 'Accessories', 'Headsets']"
B0BJ6SBBSJ,"Thrustmaster TFRP Rudder (XBOX Series X/S, One, PS5, PS4 and PC)","['Video Games', 'PC', 'Accessories', 'Controllers', 'Flight Controls']"
B07P4J7PL7,The Sinking City (XB1) - Xbox One,"['Video Games', 'Xbox One', 'Games']"
B0956MH6PV,Control Inalámbrico PS5 DualSense Cosmic Red,"['Video Games', 'PlayStation 5', 'Accessories', 'Controllers']"
B087NN2K41,Mario Kart 8 Deluxe – Booster Course Pass - Nintendo Switch [Digital Code],"['Video Games', 'Game Genre of the Month']"
B00N3OELPU,"Logitech G910 Orion Spark RGB Mechanical Gaming Keyboard – 9 Programmable Buttons, Dedicated Media Controls","['Video Games', 'PC', 'Accessories', 'Gaming Keyboards']"
B08DJ2KYG9,"8Bitdo Mobile Gaming Clip for Xbox One Wireless Controller, Xbox Elite Series Controllers & Xbox Controllers (Officially Licensed) - Xbox One","['Video Games', 'Xbox One', 'Accessories']"
B094JG8MBW,"Bluedee Gaming Headsets for PS5 PS4 Xbox Switch, Noise Cancelling Over Ear Headphones with Mic, Bass Surround, Soft Memory Earmuffs for Laptop PC Mac","['Video Games', 'PC']"
B001F63GTA,Sony PS3 Media/Blu-ray Disc Remote Control,[]
B0C3QFVJ3M,"Razer BlackShark V2 X Gaming Headset: 7.1 Surround Sound - 50mm Drivers - Memory Foam Cushion - for PC, PS4, PS5, Switch, Xbox One, Xbox Series X|S, Mobile - 3.5mm Audio Jack – Quartz Pink","['Video Games', 'PC', 'Accessories', 'Headsets']"
B085217GYP,"MFTEK RGB Rainbow Gaming Keyboard and Mouse Combo, Compact 87 Keys Backlit Computer Keyboard with Gaming Mouse, USB Wired Set for PC Gamer Laptop Work","['Video Games', 'PC', 'Accessories', 'Gaming Keyboards']"
B08RDGFR94,"DAREU Sakura Pink Wireless Wired Gaming Mouse, Dual-Mode Rechargeable 7 Programmable Buttons,10K DPI,RGB and 7 Adjustable DPI Levels up to [150IPS] [1000Hz Polling Rate] for PC Notebook Mac","['Video Games', 'PC', 'Accessories', 'Gaming Mice']"
B08FC5V8L7,"Playstation HD Camera, Black","['Video Games', 'PlayStation 5', 'Accessories', 'Cameras & Webcams']"
B07PY85MJC,"TV Dock Docking Station for Nintendo Switch/Nintendo Switch OLED Model, 4K/1080P HDMI Travel TV Adapter Portable Charging Stand, with Extra USB 3.0 Port High Speed(2023 Upgrade)","['Video Games', 'Legacy Systems', 'Nintendo Systems', 'Nintendo 3DS & 2DS', 'Accessories', 'Faceplates, Protectors & Skins', 'Skins']"
B07H91ZZZK,eXtremeRate Shadow Red Soft Touch Front Housing Shell Faceplate Replacement Parts Side Rails Panel for Xbox One Standard Controller W/3.5 mm,"['Video Games', 'Legacy Systems', 'Xbox Systems', 'Xbox', 'Accessories']"
B07D1H7CW3,"Taiko no Tatsujin controller ""Taiko and Stick for Nintendo Switch"" Japanese ver.","['Video Games', 'Nintendo Switch', 'Accessories', 'Controllers']"
B08W63D82J,Ratchet & Clank: Rift Apart (PS5),"['Video Games', 'PlayStation 5', 'Games']"
B0912H1DS3,"4-in-1 Wii Remote Charger, VOYEE Fast Charging Station with 4 Pack 2800mAh Wii Rechargeable Battery Pack and Type-C USB Cable, Wii Charger Compatible with Nintendo Wii/Wii U Controller White","['Video Games', 'Legacy Systems', 'Nintendo Systems', 'Wii', 'Accessories', 'Batteries & Chargers', 'Chargers']"
B09VYGLZSC,"Redragon K503 Wireless Gaming Keyboard, RGB LED Backlit, Multimedia Keys, Silent Membrane Keyboard with Wrist Rest for Windows PC Games (Black)","['Video Games', 'PC', 'Accessories', 'Gaming Keyboards']"
B00DR8V74A,Turtle Beach - Ear Force XO Four Gaming Headset - Xbox One [Old Version],"['Video Games', 'Xbox One', 'Accessories', 'Headsets']"
B005OGPTSS,Red Dead Redemption: Game of the Year Edition - Xbox One and Xbox 360,"['Video Games', 'Legacy Systems', 'Xbox Systems', 'Xbox 360', 'Games']"
B085H9Q4FP,Microsoft Xbox One Wireless Gaming Controller Arctic Camo Special Edition,"['Video Games', 'Legacy Systems', 'Xbox Systems', 'Xbox']"
B01GD4928C,WWE 2K17 - PlayStation 4,"['Video Games', 'PlayStation 4', 'Games']"
B00009WAUD,Mario Kart: Double Dash,"['Video Games', 'Legacy Systems', 'Nintendo Systems', 'GameCube', 'Games']"
B07K2QH67G,Hello Neighbor (PS4),"['Video Games', 'PlayStation 4', 'Games']"
B07219WHDJ,Forza Motorsport 7 (Xbox One),"['Video Games', 'Xbox One', 'Games']"
B08G4WFS98,"HEYSTOP Case Compatible with Nintendo Switch Case Screen Protector,TPU Protective Heavy Duty Cover Case for Nintendo Switch with Shock Absorption and Anti-Scratch","['Video Games', 'Nintendo Switch', 'Accessories', 'Cases & Storage']"
B07JW5ZYHR,"KOOWOD PS4 Controller Charger Charging Cable – 2 Pack 10FT Nylon Braided Micro USB 2.0 High Speed Data Sync Cord for Playstation 4, PS4 Slim/Pro, Xbox One S/X Controller, Android Phones (2 Pack)","['Video Games', 'PlayStation 4', 'Accessories', 'Cables & Adapters', 'Cables']"
B082NVK56G,"NIVAVA Gaming Headset for PS4, PC Headphones with Microphone LED Light Mic for Nintendo Switch PS5 Playstation Computer, K6(Red)","['Video Games', 'PlayStation 4', 'Accessories', 'Headsets']"
B07JGCM9QM,"Logitech G Farm Simulator Heavy Equipment Bundle (2nd Generation), Steering Wheel Controller for Farm Simulation 19 (or Older), Wheel, Pedals, Vehicle Side Panel Control Deck for PC/PS4 (Renewed)","['Video Games', 'PC', 'Accessories', 'Controllers']"
B0759J345Q,DualShock 4 Wireless Controller for PlayStation 4 - Midnight Blue (Second Gen),"['Video Games', 'PlayStation 4']"
B000M17AVO,Sony PlayStation 3 Blu-ray Disc Remote,"['Video Games', 'Legacy Systems', 'PlayStation Systems', 'PlayStation 3', 'Accessories', 'Controllers']"
B00SRKXZIE,Venom Twin Sony Docking Station - Dual Charging for PS4 Controller/Gamepad - PlayStation 4,"['Video Games', 'PlayStation 4', 'Accessories', 'Batteries & Chargers', 'Chargers']"
B00856304Y,GoldenEye 007,"['Video Games', 'Legacy Systems', 'Nintendo Systems', 'Nintendo 64', 'Games']"
B08MBMSL82,"Tomee Stylus Pen Set for New Nintendo 3DS XL (3-Pack) & AC Adapter for New Nintendo 3DS/2DS XL/3DS/3DS XL, Nintendo 2DS/3DS XL/3DS/DSi XL/Dsi",[]
B07KXXB8JR,Nyko Power Kit - Rechargeable Battery with Charge Cable for Xbox 360,"['Video Games', 'Legacy Systems', 'Xbox Systems', 'Xbox 360', 'Accessories', 'Batteries & Chargers', 'Chargers']"
B0BZP27995,"BENGOO V-4 Gaming Headset for Xbox One, PS4, PC, Controller, Noise Cancelling Over Ear Headphones with Mic, LED Light Bass Surround Soft Memory Earmuffs for PS2 Mac Sega Dreamcast PS5 Games","['Video Games', 'Legacy Systems', 'Sega Systems', 'Sega Dreamcast', 'Accessories']"
B092CGM1ZM,"Das Keyboard Model S Wired Mechanical Keyboard, Cherry MX Blue Mechanical Switches, 2-Port USB Hub, Laser Etched Keycaps (104 Keys, Black)","['Video Games', 'PC', 'Accessories', 'Gaming Keyboards']"
B07QRG27BQ,"Exlene® Usb Controller Gamepads Joystick 10ft/3m (2pack),Usb Snes Controller Super Snes Classic Controller for PC Windows Ubuntu Raspberry Pi 3 Retropie Sega Genesis (Black)","['Video Games', 'PC', 'Accessories', 'Controllers', 'Gamepads & Standard Controllers']"
B0053VIWWY,Majesco Zumba Fitness Belt for Wii,"['Video Games', 'Legacy Systems', 'Nintendo Systems', 'Wii', 'Accessories', 'Fitness Accessories']"
B08HKGQXS2,Mario Kart Live: Home Circuit -Mario Set - Nintendo Switch,"['Video Games', 'Nintendo Switch', 'Games']"
B08CZBQB4V,"ZIUMIER Z30 Pink Gaming Headset for PS4, PS5, Xbox One, PC, Wired Over-Ear Headphone with Noise Canceling Microphone, LED Flowing RGB Light, 7.1 Surround Sound,Comfortable Earmuffs","['Video Games', 'PlayStation 4', 'Accessories', 'Headsets']"
B07DKT3WJ2,Assassin's Creed Odyssey Standard Edition - Xbox One,"['Video Games', 'Xbox One', 'Games']"
B07L3DS6WC,"PS4 Gaming Headset Compatible with Xbox One, 3.5mm Wired Over Ear Stereo Gaming Headphones with Microphone for PC iOS Computer Gamers Smart Phones Mobiles Blue","['Video Games', 'PC', 'Accessories', 'Headsets']"
B0C5K4M7WJ,"HyperX Cloud II Wireless - Gaming Headset for PC, PS4/PS5, Nintendo Switch, Long Lasting Battery Up to 30 Hours, 7.1 Surround Sound, Memory Foam, Detachable Noise Cancelling Microphone, Mic Monitoring","['Video Games', 'PC', 'Accessories', 'Headsets']"
B01N12G06K,Mario Kart 8 Deluxe Japan version (Multi-Language) [Switch] [Nintendo Switch],"['Video Games', 'Nintendo Switch', 'Games']"
B08316JTKG,"DM Gaming Headset, 7.1 Stereo Surround & 7 Colors LED Light Gaming Headset, Soft Memory Earmuffs Gaming Headphones with Noise Canceling Mic Compatible with PC/PS5/PS4/Xbox One/Switch","['Video Games', 'Xbox One', 'Accessories', 'Headsets']"
B001EYUY70,Sonic the Hedgehog - Playstation 3,"['Video Games', 'Legacy Systems', 'PlayStation Systems', 'PlayStation 3', 'Games']"
B07FJLDMVB,Snakebyte Trigger Treadz - Original 4-Pack for (Xbox One) - Anti Slip Trigger Rubbers - Finger Grips - Xbox One Controller Accessories,"['Video Games', 'Xbox One', 'Games']"
B01M9DDCKD,"CORSAIR HARPOON- RGB Gaming Mouse - Lightweight Design - 6,000 DPI Optical Sensor","['Video Games', 'PC', 'Accessories', 'Gaming Mice']"
B01J4KDG70,Pokemon SoulSilver Version,"['Video Games', 'Legacy Systems', 'Nintendo Systems', 'Nintendo DS', 'Games']"
B00000DMB3,The Legend of Zelda: Ocarina of Time,"['Video Games', 'Legacy Systems', 'Nintendo Systems']"
B09BXPRNY9,"Turtle Beach Recon Chat Xbox Headset for Xbox Series X, Xbox Series S, Xbox One, PS5, PS4, PlayStation, Nintendo Switch, Mobile, & PC with 3.5mm – Glasses Friendly, High-Sensitivity Mic - Black","['Video Games', 'Legacy Systems', 'PlayStation Systems', 'PlayStation', 'Accessories']"
B08GCGZ221,"JETech Protective Case for Nintendo Switch Lite 2019, Grip Cover with Shock-Absorption and Anti-Scratch Design, HD Clear","['Video Games', 'Nintendo Switch', 'Accessories', 'Cases & Storage']"
B002I092MM,Super Mario 3D Land,"['Video Games', 'Legacy Systems', 'Nintendo Systems', 'Nintendo 3DS & 2DS', 'Games']"
